"","group","country","units","year","amount"
"37","Total red meats, fresh and frozen ","Australia","Million dollars","2012","1517"
"38","Total red meats, fresh and frozen ","Australia","Million dollars","2011","1242.0999999999999"
"39","Total red meats, fresh and frozen ","Australia","Million dollars","2010","1148.2"
"40","Total red meats, fresh and frozen ","Australia","Million dollars","2009","1150.5999999999999"
"41","Total red meats, fresh and frozen ","Australia","Million dollars","2008","1223.0999999999999"
"42","Total red meats, fresh and frozen ","Australia","Million dollars","2007","1383.9"
"43","Total red meats, fresh and frozen ","Australia","Million dollars","2006","1280.9000000000001"
"44","Total red meats, fresh and frozen ","Australia","Million dollars","2005","1242.4000000000001"
"45","Total red meats, fresh and frozen ","Australia","Million dollars","2004","1397.2"
"46","Total red meats, fresh and frozen ","Australia","Million dollars","2003","1146.9000000000001"
"47","Total red meats, fresh and frozen ","Australia","Million dollars","2002","1070.0999999999999"
"48","Total red meats, fresh and frozen ","Australia","Million dollars","2001","1023.4"
"49","Total red meats, fresh and frozen ","Australia","Million dollars","2000","820.3"
"50","Total red meats, fresh and frozen ","Australia","Million dollars","1999","621.79999999999995"
"51","Total red meats, fresh and frozen ","Mexico","Million dollars","2023","1984"
"52","Total red meats, fresh and frozen ","Mexico","Million dollars","2022","2121.1"
"53","Total red meats, fresh and frozen ","Mexico","Million dollars","2021","2091.6999999999998"
"54","Total red meats, fresh and frozen ","Mexico","Million dollars","2020","1569.4"
"55","Total red meats, fresh and frozen ","Mexico","Million dollars","2019","1373.2"
"56","Total red meats, fresh and frozen ","Mexico","Million dollars","2018","1200.5"
"57","Total red meats, fresh and frozen ","Mexico","Million dollars","2017","1109.5999999999999"
"58","Total red meats, fresh and frozen ","Mexico","Million dollars","2016","1089"
"59","Total red meats, fresh and frozen ","Mexico","Million dollars","2015","1070.9000000000001"
"60","Total red meats, fresh and frozen ","Mexico","Million dollars","2014","836.4"
"61","Total red meats, fresh and frozen ","Mexico","Million dollars","2013","582.70000000000005"
"62","Total red meats, fresh and frozen ","Mexico","Million dollars","2012","547.5"
"63","Total red meats, fresh and frozen ","Mexico","Million dollars","2011","345.4"
"64","Total red meats, fresh and frozen ","Mexico","Million dollars","2010","227.6"
"65","Total red meats, fresh and frozen ","Mexico","Million dollars","2009","134.80000000000001"
"66","Total red meats, fresh and frozen ","Mexico","Million dollars","2008","92.1"
"67","Total red meats, fresh and frozen ","Mexico","Million dollars","2007","103.7"
"68","Total red meats, fresh and frozen ","Mexico","Million dollars","2006","81.7"
"69","Total red meats, fresh and frozen ","Mexico","Million dollars","2005","51.5"
"70","Total red meats, fresh and frozen ","Mexico","Million dollars","2004","36"
"71","Total red meats, fresh and frozen ","Mexico","Million dollars","2003","26.8"
"72","Total red meats, fresh and frozen ","Mexico","Million dollars","2002","16"
"73","Total red meats, fresh and frozen ","Mexico","Million dollars","2001","15.3"
"74","Total red meats, fresh and frozen ","Mexico","Million dollars","2000","11.8"
"75","Total red meats, fresh and frozen ","Mexico","Million dollars","1999","9.3000000000000007"
"76","Total red meats, fresh and frozen ","New Zealand","Million dollars","2023","1347.8"
"77","Total red meats, fresh and frozen ","New Zealand","Million dollars","2022","1287.4000000000001"
"78","Total red meats, fresh and frozen ","New Zealand","Million dollars","2021","1306.3"
"79","Total red meats, fresh and frozen ","New Zealand","Million dollars","2020","1136"
"80","Total red meats, fresh and frozen ","New Zealand","Million dollars","2019","949.9"
"81","Total red meats, fresh and frozen ","New Zealand","Million dollars","2018","1187.5"
"82","Total red meats, fresh and frozen ","New Zealand","Million dollars","2017","1118"
"83","Total red meats, fresh and frozen ","New Zealand","Million dollars","2016","1101.9000000000001"
"84","Total red meats, fresh and frozen ","New Zealand","Million dollars","2015","1384.9"
"85","Total red meats, fresh and frozen ","New Zealand","Million dollars","2014","1163.3"
"86","Total red meats, fresh and frozen ","New Zealand","Million dollars","2013","967.9"
"87","Total red meats, fresh and frozen ","New Zealand","Million dollars","2012","948.9"
"88","Total red meats, fresh and frozen ","New Zealand","Million dollars","2011","893.4"
"89","Total red meats, fresh and frozen ","New Zealand","Million dollars","2010","718"
"90","Total red meats, fresh and frozen ","New Zealand","Million dollars","2009","614.1"
"91","Total red meats, fresh and frozen ","New Zealand","Million dollars","2008","742.8"
"92","Total red meats, fresh and frozen ","New Zealand","Million dollars","2007","659.5"
"93","Total red meats, fresh and frozen ","New Zealand","Million dollars","2006","706.4"
"94","Total red meats, fresh and frozen ","New Zealand","Million dollars","2005","784.8"
"95","Total red meats, fresh and frozen ","New Zealand","Million dollars","2004","769"
"96","Total red meats, fresh and frozen ","New Zealand","Million dollars","2003","619.29999999999995"
"97","Total red meats, fresh and frozen ","New Zealand","Million dollars","2002","583.79999999999995"
"98","Total red meats, fresh and frozen ","New Zealand","Million dollars","2001","575"
"99","Total red meats, fresh and frozen ","New Zealand","Million dollars","2000","515.6"
"100","Total red meats, fresh and frozen ","New Zealand","Million dollars","1999","417.9"
"101","Total red meats, fresh and frozen ","Brazil","Million dollars","2023","478"
"102","Total red meats, fresh and frozen ","Brazil","Million dollars","2022","557.70000000000005"
"103","Total red meats, fresh and frozen ","Brazil","Million dollars","2021","361.5"
"104","Total red meats, fresh and frozen ","Brazil","Million dollars","2020","126.7"
"105","Total red meats, fresh and frozen ","Brazil","Million dollars","2019","27"
"106","Total red meats, fresh and frozen ","Brazil","Million dollars","2018","23.1"
"107","Total red meats, fresh and frozen ","Brazil","Million dollars","2017","56.6"
"108","Total red meats, fresh and frozen ","Brazil","Million dollars","2016","10.1"
"109","Total red meats, fresh and frozen ","Brazil","Million dollars","2015","0.6"
"110","Total red meats, fresh and frozen ","Brazil","Million dollars","2014","0.1"
"111","Total red meats, fresh and frozen ","Brazil","Million dollars","2013","0"
"112","Total red meats, fresh and frozen ","Brazil","Million dollars","2012","0"
"113","Total red meats, fresh and frozen ","Brazil","Million dollars","2011","0"
"114","Total red meats, fresh and frozen ","Brazil","Million dollars","2010","0"
"115","Total red meats, fresh and frozen ","Brazil","Million dollars","2009","0"
"116","Total red meats, fresh and frozen ","Brazil","Million dollars","2008","0"
"117","Total red meats, fresh and frozen ","Brazil","Million dollars","2007","0"
"118","Total red meats, fresh and frozen ","Brazil","Million dollars","2006","0"
"119","Total red meats, fresh and frozen ","Brazil","Million dollars","2005","0"
"120","Total red meats, fresh and frozen ","Brazil","Million dollars","2004","0"
"121","Total red meats, fresh and frozen ","Brazil","Million dollars","2003","0"
"122","Total red meats, fresh and frozen ","Brazil","Million dollars","2002","0"
"123","Total red meats, fresh and frozen ","Brazil","Million dollars","2001","0"
"124","Total red meats, fresh and frozen ","Brazil","Million dollars","2000","0"
"125","Total red meats, fresh and frozen ","Brazil","Million dollars","1999","0"
"126","Total red meats, fresh and frozen ","Uruguay","Million dollars","2023","325.89999999999998"
"127","Total red meats, fresh and frozen ","Uruguay","Million dollars","2022","302.8"
"128","Total red meats, fresh and frozen ","Uruguay","Million dollars","2021","253.4"
"129","Total red meats, fresh and frozen ","Uruguay","Million dollars","2020","265.10000000000002"
"130","Total red meats, fresh and frozen ","Uruguay","Million dollars","2019","209.8"
"131","Total red meats, fresh and frozen ","Uruguay","Million dollars","2018","192.3"
"132","Total red meats, fresh and frozen ","Uruguay","Million dollars","2017","196.8"
"133","Total red meats, fresh and frozen ","Uruguay","Million dollars","2016","200.8"
"134","Total red meats, fresh and frozen ","Uruguay","Million dollars","2015","260.2"
"135","Total red meats, fresh and frozen ","Uruguay","Million dollars","2014","170.4"
"136","Total red meats, fresh and frozen ","Uruguay","Million dollars","2013","139.6"
"137","Total red meats, fresh and frozen ","Uruguay","Million dollars","2012","117.9"
"138","Total red meats, fresh and frozen ","Uruguay","Million dollars","2011","74.2"
"139","Total red meats, fresh and frozen ","Uruguay","Million dollars","2010","72.5"
"140","Total red meats, fresh and frozen ","Uruguay","Million dollars","2009","91.5"
"141","Total red meats, fresh and frozen ","Uruguay","Million dollars","2008","87.2"
"142","Total red meats, fresh and frozen ","Uruguay","Million dollars","2007","284.60000000000002"
"143","Total red meats, fresh and frozen ","Uruguay","Million dollars","2006","247.8"
"144","Total red meats, fresh and frozen ","Uruguay","Million dollars","2005","417.4"
"145","Total red meats, fresh and frozen ","Uruguay","Million dollars","2004","302.89999999999998"
"146","Total red meats, fresh and frozen ","Uruguay","Million dollars","2003","59.2"
"147","Total red meats, fresh and frozen ","Uruguay","Million dollars","2002","0"
"148","Total red meats, fresh and frozen ","Uruguay","Million dollars","2001","27.5"
"149","Total red meats, fresh and frozen ","Uruguay","Million dollars","2000","46.7"
"150","Total red meats, fresh and frozen ","Uruguay","Million dollars","1999","45.1"
"151","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2023","298.8"
"152","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2022","355.1"
"153","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2021","375.9"
"154","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2020","318.5"
"155","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2019","296.39999999999998"
"156","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2018","237.2"
"157","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2017","206.9"
"158","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2016","170"
"159","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2015","185"
"160","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2014","230.2"
"161","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2013","127.2"
"162","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2012","140"
"163","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2011","164.8"
"164","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2010","104.9"
"165","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2009","78.2"
"166","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2008","101.7"
"167","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2007","80.5"
"168","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2006","56.2"
"169","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2005","56.6"
"170","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2004","57.2"
"171","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2003","36.4"
"172","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2002","32.9"
"173","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2001","29.4"
"174","Total red meats, fresh and frozen ","Nicaragua","Million dollars","2000","22"
"175","Total red meats, fresh and frozen ","Nicaragua","Million dollars","1999","14.4"
"176","Total red meats, fresh and frozen ","Rest of world","Million dollars","2023","600.70000000000005"
"177","Total red meats, fresh and frozen ","Rest of world","Million dollars","2022","805.3"
"178","Total red meats, fresh and frozen ","Rest of world","Million dollars","2021","764.3"
"179","Total red meats, fresh and frozen ","Rest of world","Million dollars","2020","546.79999999999995"
"180","Total red meats, fresh and frozen ","Rest of world","Million dollars","2019","474.3"
"181","Total red meats, fresh and frozen ","Rest of world","Million dollars","2018","565.29999999999995"
"182","Total red meats, fresh and frozen ","Rest of world","Million dollars","2017","563.29999999999995"
"183","Total red meats, fresh and frozen ","Rest of world","Million dollars","2016","432.4"
"184","Total red meats, fresh and frozen ","Rest of world","Million dollars","2015","398.2"
"185","Total red meats, fresh and frozen ","Rest of world","Million dollars","2014","388.5"
"186","Total red meats, fresh and frozen ","Rest of world","Million dollars","2013","282.89999999999998"
"187","Total red meats, fresh and frozen ","Rest of world","Million dollars","2012","275.7"
"188","Total red meats, fresh and frozen ","Rest of world","Million dollars","2011","249.5"
"189","Total red meats, fresh and frozen ","Rest of world","Million dollars","2010","224"
"190","Total red meats, fresh and frozen ","Rest of world","Million dollars","2009","211.9"
"191","Total red meats, fresh and frozen ","Rest of world","Million dollars","2008","232.1"
"192","Total red meats, fresh and frozen ","Rest of world","Million dollars","2007","222.3"
"193","Total red meats, fresh and frozen ","Rest of world","Million dollars","2006","200.9"
"194","Total red meats, fresh and frozen ","Rest of world","Million dollars","2005","222.3"
"195","Total red meats, fresh and frozen ","Rest of world","Million dollars","2004","246.1"
"196","Total red meats, fresh and frozen ","Rest of world","Million dollars","2003","200.3"
"197","Total red meats, fresh and frozen ","Rest of world","Million dollars","2002","170.5"
"198","Total red meats, fresh and frozen ","Rest of world","Million dollars","2001","191"
"199","Total red meats, fresh and frozen ","Rest of world","Million dollars","2000","240.2"
"200","Total red meats, fresh and frozen ","Rest of world","Million dollars","1999","210.6"
"201","Total red meats, fresh and frozen ","World","Million dollars","2023","11415.5"
"202","Total red meats, fresh and frozen ","World","Million dollars","2022","11595.4"
"203","Total red meats, fresh and frozen ","World","Million dollars","2021","10952.1"
"204","Total red meats, fresh and frozen ","World","Million dollars","2020","8690.1"
"205","Total red meats, fresh and frozen ","World","Million dollars","2019","8048"
"206","Total red meats, fresh and frozen ","World","Million dollars","2018","7719.3"
"207","Total red meats, fresh and frozen ","World","Million dollars","2017","7520.4"
"208","Total red meats, fresh and frozen ","World","Million dollars","2016","7203.2"
"209","Total red meats, fresh and frozen ","World","Million dollars","2015","8606.2999999999993"
"210","Total red meats, fresh and frozen ","World","Million dollars","2014","7786.6"
"211","Total red meats, fresh and frozen ","World","Million dollars","2013","5421.5"
"212","Total red meats, fresh and frozen ","World","Million dollars","2012","5205.3"
"213","Total red meats, fresh and frozen ","World","Million dollars","2011","4727.3"
"214","Total red meats, fresh and frozen ","World","Million dollars","2010","4223.6000000000004"
"215","Total red meats, fresh and frozen ","World","Million dollars","2009","3656.1"
"216","Total red meats, fresh and frozen ","World","Million dollars","2008","4004.9"
"217","Total red meats, fresh and frozen ","World","Million dollars","2007","4274.3"
"218","Total red meats, fresh and frozen ","World","Million dollars","2006","4225.6000000000004"
"219","Total red meats, fresh and frozen ","World","Million dollars","2005","4820.7"
"220","Total red meats, fresh and frozen ","World","Million dollars","2004","4786.5"
"221","Total red meats, fresh and frozen ","World","Million dollars","2003","3620.9"
"222","Total red meats, fresh and frozen ","World","Million dollars","2002","3602.3"
"223","Total red meats, fresh and frozen ","World","Million dollars","2001","3634.3"
"224","Total red meats, fresh and frozen ","World","Million dollars","2000","3215.3"
"225","Total red meats, fresh and frozen ","World","Million dollars","1999","2672.9"
"226","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2023","1823.4"
"227","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2022","1832.2"
"228","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2021","1746.7"
"229","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2020","1597.9"
"230","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2019","1527.6"
"231","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2018","1563.3"
"232","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2017","1604.4"
"233","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2016","1563.3"
"234","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2015","1690.6"
"235","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2014","1519.5"
"236","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2013","1201.8"
"237","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2012","1149.2"
"238","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2011","1079.4000000000001"
"239","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2010","1179.4000000000001"
"240","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2009","1225.3"
"241","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2008","1175.8"
"242","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2007","1363.8"
"243","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2006","1372"
"244","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2005","1560.4"
"245","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2004","1598.3"
"246","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2003","1423.6"
"247","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2002","1483.3"
"248","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2001","1441.6"
"249","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","2000","1383.2"
"250","Total red meats, fresh and frozen ","World (quantity)","1,000 metric tons","1999","1248.4000000000001"
"251","Fresh or chilled red meats ","Canada","Million dollars","2023","3427.2"
"252","Fresh or chilled red meats ","Canada","Million dollars","2022","3258.8"
"253","Fresh or chilled red meats ","Canada","Million dollars","2021","3090.1"
"254","Fresh or chilled red meats ","Canada","Million dollars","2020","2181.9"
"255","Fresh or chilled red meats ","Canada","Million dollars","2019","2113.3000000000002"
"256","Fresh or chilled red meats ","Canada","Million dollars","2018","2007.4"
"257","Fresh or chilled red meats ","Canada","Million dollars","2017","1972"
"258","Fresh or chilled red meats ","Canada","Million dollars","2016","1938.3"
"259","Fresh or chilled red meats ","Canada","Million dollars","2015","1948.1"
"260","Fresh or chilled red meats ","Canada","Million dollars","2014","2067.9"
"261","Fresh or chilled red meats ","Canada","Million dollars","2013","1589.6"
"262","Fresh or chilled red meats ","Canada","Million dollars","2012","1438.4"
"263","Fresh or chilled red meats ","Canada","Million dollars","2011","1547.1"
"264","Fresh or chilled red meats ","Canada","Million dollars","2010","1522.6"
"265","Fresh or chilled red meats ","Canada","Million dollars","2009","1210"
"266","Fresh or chilled red meats ","Canada","Million dollars","2008","1318.3"
"267","Fresh or chilled red meats ","Canada","Million dollars","2007","1392.4"
"268","Fresh or chilled red meats ","Canada","Million dollars","2006","1487.9"
"269","Fresh or chilled red meats ","Canada","Million dollars","2005","1859.2"
"270","Fresh or chilled red meats ","Canada","Million dollars","2004","1787"
"271","Fresh or chilled red meats ","Canada","Million dollars","2003","1377.3"
"272","Fresh or chilled red meats ","Canada","Million dollars","2002","1557.3"
"273","Fresh or chilled red meats ","Canada","Million dollars","2001","1592.8"
"274","Fresh or chilled red meats ","Canada","Million dollars","2000","1405.8"
"275","Fresh or chilled red meats ","Canada","Million dollars","1999","1236.0999999999999"
"276","Fresh or chilled red meats ","Mexico","Million dollars","2023","1638.5"
"277","Fresh or chilled red meats ","Mexico","Million dollars","2022","1735.2"
"278","Fresh or chilled red meats ","Mexico","Million dollars","2021","1789.7"
"279","Fresh or chilled red meats ","Mexico","Million dollars","2020","1329.5"
"280","Fresh or chilled red meats ","Mexico","Million dollars","2019","1186.9000000000001"
"281","Fresh or chilled red meats ","Mexico","Million dollars","2018","1038.9000000000001"
"282","Fresh or chilled red meats ","Mexico","Million dollars","2017","970.7"
"283","Fresh or chilled red meats ","Mexico","Million dollars","2016","960.3"
"284","Fresh or chilled red meats ","Mexico","Million dollars","2015","932.9"
"285","Fresh or chilled red meats ","Mexico","Million dollars","2014","752.1"
"286","Fresh or chilled red meats ","Mexico","Million dollars","2013","517"
"287","Fresh or chilled red meats ","Mexico","Million dollars","2012","500.7"
"288","Fresh or chilled red meats ","Mexico","Million dollars","2011","313.89999999999998"
"289","Fresh or chilled red meats ","Mexico","Million dollars","2010","208.5"
"290","Fresh or chilled red meats ","Mexico","Million dollars","2009","117.1"
"291","Fresh or chilled red meats ","Mexico","Million dollars","2008","80.599999999999994"
"292","Fresh or chilled red meats ","Mexico","Million dollars","2007","89.7"
"293","Fresh or chilled red meats ","Mexico","Million dollars","2006","72"
"294","Fresh or chilled red meats ","Mexico","Million dollars","2005","41.7"
"295","Fresh or chilled red meats ","Mexico","Million dollars","2004","30.2"
"296","Fresh or chilled red meats ","Mexico","Million dollars","2003","22.7"
"297","Fresh or chilled red meats ","Mexico","Million dollars","2002","12.4"
"298","Fresh or chilled red meats ","Mexico","Million dollars","2001","11.6"
"299","Fresh or chilled red meats ","Mexico","Million dollars","2000","7.8"
"300","Fresh or chilled red meats ","Mexico","Million dollars","1999","5.3"
"301","Fresh or chilled red meats ","Australia","Million dollars","2023","756.6"
"302","Fresh or chilled red meats ","Australia","Million dollars","2022","570.20000000000005"
"303","Fresh or chilled red meats ","Australia","Million dollars","2021","649.4"
"304","Fresh or chilled red meats ","Australia","Million dollars","2020","641.9"
"305","Fresh or chilled red meats ","Australia","Million dollars","2019","595.70000000000005"
"306","Fresh or chilled red meats ","Australia","Million dollars","2018","542.20000000000005"
"307","Fresh or chilled red meats ","Australia","Million dollars","2017","521.5"
"308","Fresh or chilled red meats ","Australia","Million dollars","2016","533.6"
"309","Fresh or chilled red meats ","Australia","Million dollars","2015","768.4"
"310","Fresh or chilled red meats ","Australia","Million dollars","2014","510.4"
"311","Fresh or chilled red meats ","Australia","Million dollars","2013","267.3"
"312","Fresh or chilled red meats ","Australia","Million dollars","2012","243.1"
"313","Fresh or chilled red meats ","Australia","Million dollars","2011","188.6"
"314","Fresh or chilled red meats ","Australia","Million dollars","2010","170.7"
"315","Fresh or chilled red meats ","Australia","Million dollars","2009","169.3"
"316","Fresh or chilled red meats ","Australia","Million dollars","2008","206.1"
"317","Fresh or chilled red meats ","Australia","Million dollars","2007","247.3"
"318","Fresh or chilled red meats ","Australia","Million dollars","2006","208.1"
"319","Fresh or chilled red meats ","Australia","Million dollars","2005","134"
"320","Fresh or chilled red meats ","Australia","Million dollars","2004","173.4"
"321","Fresh or chilled red meats ","Australia","Million dollars","2003","175.9"
"322","Fresh or chilled red meats ","Australia","Million dollars","2002","128.19999999999999"
"323","Fresh or chilled red meats ","Australia","Million dollars","2001","106"
"324","Fresh or chilled red meats ","Australia","Million dollars","2000","38.5"
"325","Fresh or chilled red meats ","Australia","Million dollars","1999","32.200000000000003"
"326","Fresh or chilled red meats ","Nicaragua","Million dollars","2023","102.8"
"327","Fresh or chilled red meats ","Nicaragua","Million dollars","2022","94"
"328","Fresh or chilled red meats ","Nicaragua","Million dollars","2021","85.6"
"329","Fresh or chilled red meats ","Nicaragua","Million dollars","2020","79.2"
"330","Fresh or chilled red meats ","Nicaragua","Million dollars","2019","53.7"
"331","Fresh or chilled red meats ","Nicaragua","Million dollars","2018","37.6"
"332","Fresh or chilled red meats ","Nicaragua","Million dollars","2017","32.4"
"333","Fresh or chilled red meats ","Nicaragua","Million dollars","2016","46.3"
"334","Fresh or chilled red meats ","Nicaragua","Million dollars","2015","46.4"
"335","Fresh or chilled red meats ","Nicaragua","Million dollars","2014","37.299999999999997"
"336","Fresh or chilled red meats ","Nicaragua","Million dollars","2013","19.399999999999999"
"337","Fresh or chilled red meats ","Nicaragua","Million dollars","2012","21.8"
"338","Fresh or chilled red meats ","Nicaragua","Million dollars","2011","41.2"
"339","Fresh or chilled red meats ","Nicaragua","Million dollars","2010","22.3"
"340","Fresh or chilled red meats ","Nicaragua","Million dollars","2009","18.2"
"341","Fresh or chilled red meats ","Nicaragua","Million dollars","2008","23.7"
"342","Fresh or chilled red meats ","Nicaragua","Million dollars","2007","21.9"
"343","Fresh or chilled red meats ","Nicaragua","Million dollars","2006","11.9"
"344","Fresh or chilled red meats ","Nicaragua","Million dollars","2005","13.5"
"345","Fresh or chilled red meats ","Nicaragua","Million dollars","2004","16.5"
"346","Fresh or chilled red meats ","Nicaragua","Million dollars","2003","13.2"
"347","Fresh or chilled red meats ","Nicaragua","Million dollars","2002","12"
"348","Fresh or chilled red meats ","Nicaragua","Million dollars","2001","11.6"
"349","Fresh or chilled red meats ","Nicaragua","Million dollars","2000","6.2"
"350","Fresh or chilled red meats ","Nicaragua","Million dollars","1999","3.9"
"351","Fresh or chilled red meats ","New Zealand","Million dollars","2023","81"
"352","Fresh or chilled red meats ","New Zealand","Million dollars","2022","87.2"
"353","Fresh or chilled red meats ","New Zealand","Million dollars","2021","86.5"
"354","Fresh or chilled red meats ","New Zealand","Million dollars","2020","44.2"
"355","Fresh or chilled red meats ","New Zealand","Million dollars","2019","36.9"
"356","Fresh or chilled red meats ","New Zealand","Million dollars","2018","27.9"
"357","Fresh or chilled red meats ","New Zealand","Million dollars","2017","25.9"
"358","Fresh or chilled red meats ","New Zealand","Million dollars","2016","28"
"359","Fresh or chilled red meats ","New Zealand","Million dollars","2015","18.7"
"360","Fresh or chilled red meats ","New Zealand","Million dollars","2014","12.4"
"361","Fresh or chilled red meats ","New Zealand","Million dollars","2013","9.1"
"362","Fresh or chilled red meats ","New Zealand","Million dollars","2012","11.3"
"363","Fresh or chilled red meats ","New Zealand","Million dollars","2011","7"
"364","Fresh or chilled red meats ","New Zealand","Million dollars","2010","10.3"
"365","Fresh or chilled red meats ","New Zealand","Million dollars","2009","6.1"
"366","Fresh or chilled red meats ","New Zealand","Million dollars","2008","13.9"
"367","Fresh or chilled red meats ","New Zealand","Million dollars","2007","26.5"
"368","Fresh or chilled red meats ","New Zealand","Million dollars","2006","32.6"
"369","Fresh or chilled red meats ","New Zealand","Million dollars","2005","26.5"
"370","Fresh or chilled red meats ","New Zealand","Million dollars","2004","34.700000000000003"
"371","Fresh or chilled red meats ","New Zealand","Million dollars","2003","30.5"
"372","Fresh or chilled red meats ","New Zealand","Million dollars","2002","20.8"
"373","Fresh or chilled red meats ","New Zealand","Million dollars","2001","18.5"
