"","group","type","units","Last 10-year average","year","amount"
"24","Foods ","Live meat animals ","Percent","2.4742849790000001","2000","7.6488841939999999"
"25","Foods ","Live meat animals ","Percent","2.4742849790000001","1999",NA
"26","Foods ","Meats","Percent","4.7478036010000002","2023","-2.6229212670000002"
"27","Foods ","Meats","Percent","4.7478036010000002","2022","6.837113005"
"28","Foods ","Meats","Percent","4.7478036010000002","2021","10.06942604"
"29","Foods ","Meats","Percent","4.7478036010000002","2020","5.0905040379999997"
"30","Foods ","Meats","Percent","4.7478036010000002","2019","-1.4111574790000001"
"31","Foods ","Meats","Percent","4.7478036010000002","2018","-1.4395497349999999"
"32","Foods ","Meats","Percent","4.7478036010000002","2017","1.2604120999999999"
"33","Foods ","Meats","Percent","4.7478036010000002","2016","-6.0737080499999996"
"34","Foods ","Meats","Percent","4.7478036010000002","2015","12.94035577"
"35","Foods ","Meats","Percent","4.7478036010000002","2014","22.827561589999998"
"36","Foods ","Meats","Percent","4.7478036010000002","2013","4.7807870719999999"
"37","Foods ","Meats","Percent","4.7478036010000002","2012","5.2358082039999996"
"38","Foods ","Meats","Percent","4.7478036010000002","2011","-7.3933649289999996"
"39","Foods ","Meats","Percent","4.7478036010000002","2010","-5.1127715509999998"
"40","Foods ","Meats","Percent","4.7478036010000002","2009","2.408955647"
"41","Foods ","Meats","Percent","4.7478036010000002","2008","-13.31531753"
"42","Foods ","Meats","Percent","4.7478036010000002","2007","4.9158166000000003E-2"
"43","Foods ","Meats","Percent","4.7478036010000002","2006","-9.4429914860000004"
"44","Foods ","Meats","Percent","4.7478036010000002","2005","-2.289038712"
"45","Foods ","Meats","Percent","4.7478036010000002","2004","10.84192129"
"46","Foods ","Meats","Percent","4.7478036010000002","2003","-2.3941176469999998"
"47","Foods ","Meats","Percent","4.7478036010000002","2002","4.039167687"
"48","Foods ","Meats","Percent","4.7478036010000002","2001","3.542234332"
"49","Foods ","Meats","Percent","4.7478036010000002","2000","9.6207279799999998"
"50","Foods ","Meats","Percent","4.7478036010000002","1999",NA
"51","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2023","-8.6332566649999993"
"52","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2022","1.176663389"
"53","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2021","11.78690507"
"54","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2020","3.0352221680000002"
"55","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2019","-2.5709871999999998"
"56","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2018","3.6997482650000002"
"57","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2017","2.6747601329999999"
"58","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2016","2.2913912590000001"
"59","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2015","1.8897959179999999"
"60","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2014","3.010427178"
"61","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2013","0.71564683500000004"
"62","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2012","0.677864939"
"63","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2011","0.153714774"
"64","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2010","4.2371372620000001"
"65","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2009","-0.15997156100000001"
"66","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2008","-1.496979778"
"67","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2007","-1.2491895399999999"
"68","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2006","5.3506375229999996"
"69","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2005","3.7463976950000002"
"70","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2004","1.8329644949999999"
"71","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2003","9.4979718700000006"
"72","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2002","8.1529170460000007"
"73","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2001","2.5892804960000002"
"74","Foods ","Fish and shellfish ","Percent","1.8360669510000001","2000","1.9728215520000001"
"75","Foods ","Fish and shellfish ","Percent","1.8360669510000001","1999",NA
"76","Foods ","Dairy","Percent","4.5493534420000001","2023","3.9631106680000001"
"77","Foods ","Dairy","Percent","4.5493534420000001","2022","8.1984897520000004"
"78","Foods ","Dairy","Percent","4.5493534420000001","2021","0.65146579800000004"
"79","Foods ","Dairy","Percent","4.5493534420000001","2020","-4.1124414370000002"
"80","Foods ","Dairy","Percent","4.5493534420000001","2019","5.5494505490000003"
"81","Foods ","Dairy","Percent","4.5493534420000001","2018","-0.81743869199999997"
"82","Foods ","Dairy","Percent","4.5493534420000001","2017","-4.7248182759999997"
"83","Foods ","Dairy","Percent","4.5493534420000001","2016","8.5376162299999994"
"84","Foods ","Dairy","Percent","4.5493534420000001","2015","19.939168639999998"
"85","Foods ","Dairy","Percent","4.5493534420000001","2014","8.3089311860000006"
"86","Foods ","Dairy","Percent","4.5493534420000001","2013","-3.0173943909999998"
"87","Foods ","Dairy","Percent","4.5493534420000001","2012","16.069221259999999"
"88","Foods ","Dairy","Percent","4.5493534420000001","2011","-0.85784313700000003"
"89","Foods ","Dairy","Percent","4.5493534420000001","2010","-14.28571429"
"90","Foods ","Dairy","Percent","4.5493534420000001","2009","-5.6179775279999999"
"91","Foods ","Dairy","Percent","4.5493534420000001","2008","-15.850945490000001"
"92","Foods ","Dairy","Percent","4.5493534420000001","2007","-2.2028827849999999"
"93","Foods ","Dairy","Percent","4.5493534420000001","2006","-2.1554018089999998"
"94","Foods ","Dairy","Percent","4.5493534420000001","2005","9.9473376239999993"
"95","Foods ","Dairy","Percent","4.5493534420000001","2004","1.999403163"
"96","Foods ","Dairy","Percent","4.5493534420000001","2003","1.5762352230000001"
"97","Foods ","Dairy","Percent","4.5493534420000001","2002","1.9783616690000001"
"98","Foods ","Dairy","Percent","4.5493534420000001","2001","8.8858970040000003"
"99","Foods ","Dairy","Percent","4.5493534420000001","2000","-0.56894243600000005"
"100","Foods ","Dairy","Percent","4.5493534420000001","1999",NA
"101","Foods ","Vegetables","Percent","4.4606364870000004","2023","1.0522242020000001"
"102","Foods ","Vegetables","Percent","4.4606364870000004","2022","2.82770945"
"103","Foods ","Vegetables","Percent","4.4606364870000004","2021","8.6517046430000004"
"104","Foods ","Vegetables","Percent","4.4606364870000004","2020","4.3777036000000003"
"105","Foods ","Vegetables","Percent","4.4606364870000004","2019","0.84151954399999995"
"106","Foods ","Vegetables","Percent","4.4606364870000004","2018","5.3557212129999998"
"107","Foods ","Vegetables","Percent","4.4606364870000004","2017","4.5445517400000002"
"108","Foods ","Vegetables","Percent","4.4606364870000004","2016","8.8058534179999999"
"109","Foods ","Vegetables","Percent","4.4606364870000004","2015","1.641127556"
"110","Foods ","Vegetables","Percent","4.4606364870000004","2014","6.5082495009999999"
"111","Foods ","Vegetables","Percent","4.4606364870000004","2013","4.2023147559999998"
"112","Foods ","Vegetables","Percent","4.4606364870000004","2012","2.1923008479999999"
"113","Foods ","Vegetables","Percent","4.4606364870000004","2011","4.374582105"
"114","Foods ","Vegetables","Percent","4.4606364870000004","2010","10.61469348"
"115","Foods ","Vegetables","Percent","4.4606364870000004","2009","-0.43908691700000002"
"116","Foods ","Vegetables","Percent","4.4606364870000004","2008","1.9859260700000001"
"117","Foods ","Vegetables","Percent","4.4606364870000004","2007","8.8445877419999999"
"118","Foods ","Vegetables","Percent","4.4606364870000004","2006","3.9969145519999998"
"119","Foods ","Vegetables","Percent","4.4606364870000004","2005","2.0826637529999998"
"120","Foods ","Vegetables","Percent","4.4606364870000004","2004","4.842133639"
"121","Foods ","Vegetables","Percent","4.4606364870000004","2003","6.7172498110000003"
"122","Foods ","Vegetables","Percent","4.4606364870000004","2002","8.611935635"
"123","Foods ","Vegetables","Percent","4.4606364870000004","2001","7.9836362870000004"
"124","Foods ","Vegetables","Percent","4.4606364870000004","2000","-0.81362029700000005"
"125","Foods ","Vegetables","Percent","4.4606364870000004","1999",NA
"126","Foods ","Fruits ","Percent","2.5464558159999999","2023","0.456940611"
"127","Foods ","Fruits ","Percent","2.5464558159999999","2022","2.6474894259999999"
"128","Foods ","Fruits ","Percent","2.5464558159999999","2021","4.022392848"
"129","Foods ","Fruits ","Percent","2.5464558159999999","2020","2.0315523679999998"
"130","Foods ","Fruits ","Percent","2.5464558159999999","2019","-1.1702558780000001"
"131","Foods ","Fruits ","Percent","2.5464558159999999","2018","3.2361058100000002"
"132","Foods ","Fruits ","Percent","2.5464558159999999","2017","2.6768757719999998"
"133","Foods ","Fruits ","Percent","2.5464558159999999","2016","2.989754735"
"134","Foods ","Fruits ","Percent","2.5464558159999999","2015","5.8190628719999999"
"135","Foods ","Fruits ","Percent","2.5464558159999999","2014","2.7546395929999998"
"136","Foods ","Fruits ","Percent","2.5464558159999999","2013","7.2569111279999996"
"137","Foods ","Fruits ","Percent","2.5464558159999999","2012","6.3815035580000004"
"138","Foods ","Fruits ","Percent","2.5464558159999999","2011","3.1435609150000001"
"139","Foods ","Fruits ","Percent","2.5464558159999999","2010","6.9162888000000002"
"140","Foods ","Fruits ","Percent","2.5464558159999999","2009","-2.8263920420000002"
"141","Foods ","Fruits ","Percent","2.5464558159999999","2008","-1.483220999"
"142","Foods ","Fruits ","Percent","2.5464558159999999","2007","8.9359675739999993"
"143","Foods ","Fruits ","Percent","2.5464558159999999","2006","3.8935039229999999"
"144","Foods ","Fruits ","Percent","2.5464558159999999","2005","3.9591407109999999"
"145","Foods ","Fruits ","Percent","2.5464558159999999","2004","1.6474364429999999"
"146","Foods ","Fruits ","Percent","2.5464558159999999","2003","3.5333954329999999"
"147","Foods ","Fruits ","Percent","2.5464558159999999","2002","6.0272802499999996"
"148","Foods ","Fruits ","Percent","2.5464558159999999","2001","-1.922900713"
"149","Foods ","Fruits ","Percent","2.5464558159999999","2000","-2.4989470730000001"
"150","Foods ","Fruits ","Percent","2.5464558159999999","1999",NA
"151","Foods ","Nuts","Percent","2.2016606049999998","2023","-5.9625522630000001"
"152","Foods ","Nuts","Percent","2.2016606049999998","2022","-6.6361167679999999"
"153","Foods ","Nuts","Percent","2.2016606049999998","2021","14.67497081"
"154","Foods ","Nuts","Percent","2.2016606049999998","2020","-3.8367958080000002"
"155","Foods ","Nuts","Percent","2.2016606049999998","2019","-3.5211267610000001"
"156","Foods ","Nuts","Percent","2.2016606049999998","2018","1.6519823789999999"
"157","Foods ","Nuts","Percent","2.2016606049999998","2017","5.9716008560000002"
"158","Foods ","Nuts","Percent","2.2016606049999998","2016","1.340429726"
"159","Foods ","Nuts","Percent","2.2016606049999998","2015","7.319653057"
"160","Foods ","Nuts","Percent","2.2016606049999998","2014","11.014560830000001"
"161","Foods ","Nuts","Percent","2.2016606049999998","2013","-3.4904805080000001"
"162","Foods ","Nuts","Percent","2.2016606049999998","2012","23.378076060000001"
"163","Foods ","Nuts","Percent","2.2016606049999998","2011","-2.7956387999999999E-2"
"164","Foods ","Nuts","Percent","2.2016606049999998","2010","0.47752809000000002"
"165","Foods ","Nuts","Percent","2.2016606049999998","2009","4.8909840899999999"
"166","Foods ","Nuts","Percent","2.2016606049999998","2008","-3.7163120570000001"
"167","Foods ","Nuts","Percent","2.2016606049999998","2007","8.1952117859999998"
"168","Foods ","Nuts","Percent","2.2016606049999998","2006","-0.21439510000000001"
"169","Foods ","Nuts","Percent","2.2016606049999998","2005","-2.4790919950000001"
"170","Foods ","Nuts","Percent","2.2016606049999998","2004","8.0348499520000001"
"171","Foods ","Nuts","Percent","2.2016606049999998","2003","-6.8250150329999997"
"172","Foods ","Nuts","Percent","2.2016606049999998","2002","5.2864830639999996"
"173","Foods ","Nuts","Percent","2.2016606049999998","2001","1.1203585149999999"
"174","Foods ","Nuts","Percent","2.2016606049999998","2000","14.895182050000001"
"175","Foods ","Nuts","Percent","2.2016606049999998","1999",NA
"176","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2023","-11.72059494"
"177","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2022","2.9471978160000001"
"178","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2021","3.991838907"
"179","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2020","-4.9454024199999997"
"180","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2019","6.0398783979999999"
"181","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2018","-1.7309551009999999"
"182","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2017","1.806959478"
"183","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2016","3.4613604809999998"
"184","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2015","2.3007006250000002"
"185","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2014","1.2170579779999999"
"186","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2013","3.3782445019999998"
"187","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2012","0.18858560799999999"
"188","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2011","6.3549034100000004"
"189","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2010","3.9275918820000002"
"190","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2009","-3.1298156119999998"
"191","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2008","1.6748608780000001"
"192","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2007","1.391399617"
"193","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2006","4.6371661130000001"
"194","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2005","-0.71139946499999995"
"195","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2004","2.4548104959999999"
"196","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2003","4.860898808"
"197","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2002","2.2315289410000001"
"198","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2001","-7.2687224669999999"
"199","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","2000","4.5132368090000003"
"200","Foods ","Coffee, tea, and spices","Percent","0.33680412199999998","1999",NA
"201","Foods ","Grains","Percent","0.68424437500000002","2023","9.7226233999999998"
"202","Foods ","Grains","Percent","0.68424437500000002","2022","11.668049030000001"
"203","Foods ","Grains","Percent","0.68424437500000002","2021","-4.4419395179999999"
"204","Foods ","Grains","Percent","0.68424437500000002","2020","2.517943394"
"205","Foods ","Grains","Percent","0.68424437500000002","2019","-6.2163969960000003"
"206","Foods ","Grains","Percent","0.68424437500000002","2018","2.6508600090000001"
"207","Foods ","Grains","Percent","0.68424437500000002","2017","7.8180932209999998"
"208","Foods ","Grains","Percent","0.68424437500000002","2016","-0.10671359599999999"
"209","Foods ","Grains","Percent","0.68424437500000002","2015","-3.5648194119999999"
"210","Foods ","Grains","Percent","0.68424437500000002","2014","-13.20525578"
"211","Foods ","Grains","Percent","0.68424437500000002","2013","22.546543889999999"
"212","Foods ","Grains","Percent","0.68424437500000002","2012","24.459554740000002"
"213","Foods ","Grains","Percent","0.68424437500000002","2011","-0.93875038499999996"
"214","Foods ","Grains","Percent","0.68424437500000002","2010","-2.4053791759999998"
"215","Foods ","Grains","Percent","0.68424437500000002","2009","-10.254442900000001"
"216","Foods ","Grains","Percent","0.68424437500000002","2008","10.355165"
"217","Foods ","Grains","Percent","0.68424437500000002","2007","13.68881142"
"218","Foods ","Grains","Percent","0.68424437500000002","2006","17.515860279999998"
"219","Foods ","Grains","Percent","0.68424437500000002","2005","0.83858734999999995"
"220","Foods ","Grains","Percent","0.68424437500000002","2004","6.9931223300000003"
"221","Foods ","Grains","Percent","0.68424437500000002","2003","-12.0996854"
"222","Foods ","Grains","Percent","0.68424437500000002","2002","-5.9079500190000003"
"223","Foods ","Grains","Percent","0.68424437500000002","2001","12.217000629999999"
"224","Foods ","Grains","Percent","0.68424437500000002","2000","-5.2614023640000003"
"225","Foods ","Grains","Percent","0.68424437500000002","1999",NA
"226","Foods ","Vegetable oils","Percent","2.9234081789999999","2023","10.01116025"
"227","Foods ","Vegetable oils","Percent","2.9234081789999999","2022","8.0237542420000008"
"228","Foods ","Vegetable oils","Percent","2.9234081789999999","2021","8.0210292770000002"
"229","Foods ","Vegetable oils","Percent","2.9234081789999999","2020","1.1398744670000001"
"230","Foods ","Vegetable oils","Percent","2.9234081789999999","2019","-2.1028669670000002"
"231","Foods ","Vegetable oils","Percent","2.9234081789999999","2018","-1.843778809"
"232","Foods ","Vegetable oils","Percent","2.9234081789999999","2017","3.254170566"
"233","Foods ","Vegetable oils","Percent","2.9234081789999999","2016","2.997773273"
"234","Foods ","Vegetable oils","Percent","2.9234081789999999","2015","-19.84495918"
"235","Foods ","Vegetable oils","Percent","2.9234081789999999","2014","19.577924660000001"
"236","Foods ","Vegetable oils","Percent","2.9234081789999999","2013","25.249361629999999"
"237","Foods ","Vegetable oils","Percent","2.9234081789999999","2012","-4.1419665739999996"
"238","Foods ","Vegetable oils","Percent","2.9234081789999999","2011","14.08936207"
"239","Foods ","Vegetable oils","Percent","2.9234081789999999","2010","3.3343102550000001"
"240","Foods ","Vegetable oils","Percent","2.9234081789999999","2009","-8.3343666049999996"
"241","Foods ","Vegetable oils","Percent","2.9234081789999999","2008","23.117239980000001"
"242","Foods ","Vegetable oils","Percent","2.9234081789999999","2007","9.8890038300000001"
"243","Foods ","Vegetable oils","Percent","2.9234081789999999","2006","24.667131399999999"
"244","Foods ","Vegetable oils","Percent","2.9234081789999999","2005","3.971877944"
"245","Foods ","Vegetable oils","Percent","2.9234081789999999","2004","33.51720134"
"246","Foods ","Vegetable oils","Percent","2.9234081789999999","2003","-13.171162089999999"
"247","Foods ","Vegetable oils","Percent","2.9234081789999999","2002","-3.958358552"
"248","Foods ","Vegetable oils","Percent","2.9234081789999999","2001","-0.40188080199999998"
"249","Foods ","Vegetable oils","Percent","2.9234081789999999","2000","16.843538689999999"
"250","Foods ","Vegetable oils","Percent","2.9234081789999999","1999",NA
"251","Foods ","Sugar and candy","Percent","1.8869586460000001","2023","-2.5608904589999999"
"252","Foods ","Sugar and candy","Percent","1.8869586460000001","2022","8.0911895939999994"
"253","Foods ","Sugar and candy","Percent","1.8869586460000001","2021","-8.4351307949999992"
"254","Foods ","Sugar and candy","Percent","1.8869586460000001","2020","15.168894399999999"
"255","Foods ","Sugar and candy","Percent","1.8869586460000001","2019","3.0043642849999999"
"256","Foods ","Sugar and candy","Percent","1.8869586460000001","2018","1.7268022270000001"
"257","Foods ","Sugar and candy","Percent","1.8869586460000001","2017","-5.9234816319999997"
"258","Foods ","Sugar and candy","Percent","1.8869586460000001","2016","-1.830373324"
"259","Foods ","Sugar and candy","Percent","1.8869586460000001","2015","4.3075541690000003"
"260","Foods ","Sugar and candy","Percent","1.8869586460000001","2014","5.3206579899999999"
"261","Foods ","Sugar and candy","Percent","1.8869586460000001","2013","-1.798675432"
"262","Foods ","Sugar and candy","Percent","1.8869586460000001","2012","-9.4972684849999993"
"263","Foods ","Sugar and candy","Percent","1.8869586460000001","2011","14.194428309999999"
"264","Foods ","Sugar and candy","Percent","1.8869586460000001","2010","15.73178218"
"265","Foods ","Sugar and candy","Percent","1.8869586460000001","2009","-5.6950685009999997"
"266","Foods ","Sugar and candy","Percent","1.8869586460000001","2008","22.922878829999998"
"267","Foods ","Sugar and candy","Percent","1.8869586460000001","2007","-23.94598495"
"268","Foods ","Sugar and candy","Percent","1.8869586460000001","2006","25.420989689999999"
"269","Foods ","Sugar and candy","Percent","1.8869586460000001","2005","29.625439920000002"
"270","Foods ","Sugar and candy","Percent","1.8869586460000001","2004","0.60273972600000003"
"271","Foods ","Sugar and candy","Percent","1.8869586460000001","2003","10.62153215"
"272","Foods ","Sugar and candy","Percent","1.8869586460000001","2002","5.3751289739999999"
"273","Foods ","Sugar and candy","Percent","1.8869586460000001","2001","-3.6225021310000001"
"274","Foods ","Sugar and candy","Percent","1.8869586460000001","2000","-4.3395542669999996"
"275","Foods ","Sugar and candy","Percent","1.8869586460000001","1999",NA
"276","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2023","-11.512027489999999"
"277","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2022","-1.2593800980000001"
"278","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2021","10.10130038"
"279","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2020","-0.143482316"
"280","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2019","1.537004662"
"281","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2018","-5.5651097199999997"
"282","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2017","6.4357885489999997"
"283","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2016","2.1770030669999998"
"284","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2015","3.1563512889999998"
"285","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2014","-0.58309037900000005"
"286","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2013","5.3422775400000004"
"287","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2012","-5.7582451060000004"
"288","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2011","7.4298338920000004"
"289","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2010","4.5065845729999996"
"290","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2009","4.9824939400000003"
"291","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2008","-1.3549415520000001"
"292","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2007","-9.9736905050000004"
"293","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2006","-3.9807088720000001"
"294","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2005","11.821605890000001"
"295","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2004","11.650578230000001"
"296","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2003","14.19995634"
"297","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2002","-7.5386012720000002"
"298","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2001","-0.79094913899999997"
"299","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","2000","8.1303453500000007"
"300","Foods ","Cocoa and chocolate","Percent","0.43443579399999999","1999",NA
"301","Foods ","Other edible products ","Percent","6.9255100460000003","2023","4.4069215740000001"
"302","Foods ","Other edible products ","Percent","6.9255100460000003","2022","17.993808869999999"
"303","Foods ","Other edible products ","Percent","6.9255100460000003","2021","14.48499472"
"304","Foods ","Other edible products ","Percent","6.9255100460000003","2020","10.23648227"
"305","Foods ","Other edible products ","Percent","6.9255100460000003","2019","0.85086763300000001"
"306","Foods ","Other edible products ","Percent","6.9255100460000003","2018","7.6381682829999997"
"307","Foods ","Other edible products ","Percent","6.9255100460000003","2017","10.24620741"
"308","Foods ","Other edible products ","Percent","6.9255100460000003","2016","1.9575029159999999"
"309","Foods ","Other edible products ","Percent","6.9255100460000003","2015","-4.3788187369999996"
"310","Foods ","Other edible products ","Percent","6.9255100460000003","2014","5.8189655169999996"
"311","Foods ","Other edible products ","Percent","6.9255100460000003","2013","2.9694600019999999"
"312","Foods ","Other edible products ","Percent","6.9255100460000003","2012","2.8531058090000001"
"313","Foods ","Other edible products ","Percent","6.9255100460000003","2011","11.26496553"
"314","Foods ","Other edible products ","Percent","6.9255100460000003","2010","9.5957587810000007"
"315","Foods ","Other edible products ","Percent","6.9255100460000003","2009","-10.9997051"
"316","Foods ","Other edible products ","Percent","6.9255100460000003","2008","2.7388959580000001"
"317","Foods ","Other edible products ","Percent","6.9255100460000003","2007","1.738487146"
"318","Foods ","Other edible products ","Percent","6.9255100460000003","2006","5.715589155"
"319","Foods ","Other edible products ","Percent","6.9255100460000003","2005","4.487572353"
"320","Foods ","Other edible products ","Percent","6.9255100460000003","2004","12.70145817"
"321","Foods ","Other edible products ","Percent","6.9255100460000003","2003","0.45486084300000001"
"322","Foods ","Other edible products ","Percent","6.9255100460000003","2002","6.9861431869999997"
"323","Foods ","Other edible products ","Percent","6.9255100460000003","2001","20.672837659999999"
"324","Foods ","Other edible products ","Percent","6.9255100460000003","2000","4.8528490919999996"
"325","Foods ","Other edible products ","Percent","6.9255100460000003","1999",NA
"326","Foods ","Beverages ","Percent","4.2166412260000001","2023","-2.5190206540000002"
"327","Foods ","Beverages ","Percent","4.2166412260000001","2022","-1.6169329649999999"
"328","Foods ","Beverages ","Percent","4.2166412260000001","2021","10.44081978"
"329","Foods ","Beverages ","Percent","4.2166412260000001","2020","5.8970461749999998"
"330","Foods ","Beverages ","Percent","4.2166412260000001","2019","2.9874652660000001"
"331","Foods ","Beverages ","Percent","4.2166412260000001","2018","0.82212897100000004"
"332","Foods ","Beverages ","Percent","4.2166412260000001","2017","5.2944131700000003"
"333","Foods ","Beverages ","Percent","4.2166412260000001","2016","7.3320797500000001"
"334","Foods ","Beverages ","Percent","4.2166412260000001","2015","8.3681694909999997"
"335","Foods ","Beverages ","Percent","4.2166412260000001","2014","5.1602432800000004"
"336","Foods ","Beverages ","Percent","4.2166412260000001","2013","-0.47515250399999998"
"337","Foods ","Beverages ","Percent","4.2166412260000001","2012","6.0236757220000001"
"338","Foods ","Beverages ","Percent","4.2166412260000001","2011","3.8880732359999999"
"339","Foods ","Beverages ","Percent","4.2166412260000001","2010","3.8140152060000001"
"340","Foods ","Beverages ","Percent","4.2166412260000001","2009","-7.7254000029999998"
"341","Foods ","Beverages ","Percent","4.2166412260000001","2008","-3.7734647410000002"
"342","Foods ","Beverages ","Percent","4.2166412260000001","2007","3.3809030010000001"
"343","Foods ","Beverages ","Percent","4.2166412260000001","2006","11.00696157"
"344","Foods ","Beverages ","Percent","4.2166412260000001","2005","4.347080021"
"345","Foods ","Beverages ","Percent","4.2166412260000001","2004","2.9299788050000002"
