"","group","country","units","year","amount"
"29","Total vegetables and preparations ","Canada","Million dollars","2020","3362.2"
"30","Total vegetables and preparations ","Canada","Million dollars","2019","3033.9"
"31","Total vegetables and preparations ","Canada","Million dollars","2018","2979.2"
"32","Total vegetables and preparations ","Canada","Million dollars","2017","2793"
"33","Total vegetables and preparations ","Canada","Million dollars","2016","2556.1"
"34","Total vegetables and preparations ","Canada","Million dollars","2015","2386.8000000000002"
"35","Total vegetables and preparations ","Canada","Million dollars","2014","2412.8000000000002"
"36","Total vegetables and preparations ","Canada","Million dollars","2013","2399.3000000000002"
"37","Total vegetables and preparations ","Canada","Million dollars","2012","2132"
"38","Total vegetables and preparations ","Canada","Million dollars","2011","2114.6"
"39","Total vegetables and preparations ","Canada","Million dollars","2010","1954.5"
"40","Total vegetables and preparations ","Canada","Million dollars","2009","1838.9"
"41","Total vegetables and preparations ","Canada","Million dollars","2008","1913.7"
"42","Total vegetables and preparations ","Canada","Million dollars","2007","1728.3"
"43","Total vegetables and preparations ","Canada","Million dollars","2006","1663.2"
"44","Total vegetables and preparations ","Canada","Million dollars","2005","1504.4"
"45","Total vegetables and preparations ","Canada","Million dollars","2004","1484.1"
"46","Total vegetables and preparations ","Canada","Million dollars","2003","1340"
"47","Total vegetables and preparations ","Canada","Million dollars","2002","1153.2"
"48","Total vegetables and preparations ","Canada","Million dollars","2001","1046.0999999999999"
"49","Total vegetables and preparations ","Canada","Million dollars","2000","944.6"
"50","Total vegetables and preparations ","Canada","Million dollars","1999","793.9"
"51","Total vegetables and preparations ","Peru","Million dollars","2023","619.70000000000005"
"52","Total vegetables and preparations ","Peru","Million dollars","2022","693.1"
"53","Total vegetables and preparations ","Peru","Million dollars","2021","644.5"
"54","Total vegetables and preparations ","Peru","Million dollars","2020","596.20000000000005"
"55","Total vegetables and preparations ","Peru","Million dollars","2019","581.6"
"56","Total vegetables and preparations ","Peru","Million dollars","2018","556.4"
"57","Total vegetables and preparations ","Peru","Million dollars","2017","572.9"
"58","Total vegetables and preparations ","Peru","Million dollars","2016","575.1"
"59","Total vegetables and preparations ","Peru","Million dollars","2015","584.29999999999995"
"60","Total vegetables and preparations ","Peru","Million dollars","2014","554.20000000000005"
"61","Total vegetables and preparations ","Peru","Million dollars","2013","548.9"
"62","Total vegetables and preparations ","Peru","Million dollars","2012","515.9"
"63","Total vegetables and preparations ","Peru","Million dollars","2011","474.6"
"64","Total vegetables and preparations ","Peru","Million dollars","2010","427.5"
"65","Total vegetables and preparations ","Peru","Million dollars","2009","381.8"
"66","Total vegetables and preparations ","Peru","Million dollars","2008","381"
"67","Total vegetables and preparations ","Peru","Million dollars","2007","329.3"
"68","Total vegetables and preparations ","Peru","Million dollars","2006","278.3"
"69","Total vegetables and preparations ","Peru","Million dollars","2005","221.4"
"70","Total vegetables and preparations ","Peru","Million dollars","2004","168.6"
"71","Total vegetables and preparations ","Peru","Million dollars","2003","129.9"
"72","Total vegetables and preparations ","Peru","Million dollars","2002","109.1"
"73","Total vegetables and preparations ","Peru","Million dollars","2001","86.2"
"74","Total vegetables and preparations ","Peru","Million dollars","2000","63.1"
"75","Total vegetables and preparations ","Peru","Million dollars","1999","77.400000000000006"
"76","Total vegetables and preparations ","China","Million dollars","2023","528.79999999999995"
"77","Total vegetables and preparations ","China","Million dollars","2022","575.20000000000005"
"78","Total vegetables and preparations ","China","Million dollars","2021","503.9"
"79","Total vegetables and preparations ","China","Million dollars","2020","504.7"
"80","Total vegetables and preparations ","China","Million dollars","2019","448.2"
"81","Total vegetables and preparations ","China","Million dollars","2018","603.20000000000005"
"82","Total vegetables and preparations ","China","Million dollars","2017","704.1"
"83","Total vegetables and preparations ","China","Million dollars","2016","630"
"84","Total vegetables and preparations ","China","Million dollars","2015","533.29999999999995"
"85","Total vegetables and preparations ","China","Million dollars","2014","482.7"
"86","Total vegetables and preparations ","China","Million dollars","2013","534.79999999999995"
"87","Total vegetables and preparations ","China","Million dollars","2012","540.20000000000005"
"88","Total vegetables and preparations ","China","Million dollars","2011","534.1"
"89","Total vegetables and preparations ","China","Million dollars","2010","483.7"
"90","Total vegetables and preparations ","China","Million dollars","2009","367.9"
"91","Total vegetables and preparations ","China","Million dollars","2008","424.3"
"92","Total vegetables and preparations ","China","Million dollars","2007","429.5"
"93","Total vegetables and preparations ","China","Million dollars","2006","327.60000000000002"
"94","Total vegetables and preparations ","China","Million dollars","2005","252.8"
"95","Total vegetables and preparations ","China","Million dollars","2004","221.3"
"96","Total vegetables and preparations ","China","Million dollars","2003","171.5"
"97","Total vegetables and preparations ","China","Million dollars","2002","142.30000000000001"
"98","Total vegetables and preparations ","China","Million dollars","2001","114.4"
"99","Total vegetables and preparations ","China","Million dollars","2000","97.2"
"100","Total vegetables and preparations ","China","Million dollars","1999","109.9"
"101","Total vegetables and preparations ","Spain","Million dollars","2023","417.1"
"102","Total vegetables and preparations ","Spain","Million dollars","2022","417.9"
"103","Total vegetables and preparations ","Spain","Million dollars","2021","382.7"
"104","Total vegetables and preparations ","Spain","Million dollars","2020","368.2"
"105","Total vegetables and preparations ","Spain","Million dollars","2019","362.6"
"106","Total vegetables and preparations ","Spain","Million dollars","2018","309.89999999999998"
"107","Total vegetables and preparations ","Spain","Million dollars","2017","348.8"
"108","Total vegetables and preparations ","Spain","Million dollars","2016","357.4"
"109","Total vegetables and preparations ","Spain","Million dollars","2015","340.8"
"110","Total vegetables and preparations ","Spain","Million dollars","2014","317.7"
"111","Total vegetables and preparations ","Spain","Million dollars","2013","282.3"
"112","Total vegetables and preparations ","Spain","Million dollars","2012","279.8"
"113","Total vegetables and preparations ","Spain","Million dollars","2011","288.5"
"114","Total vegetables and preparations ","Spain","Million dollars","2010","315.10000000000002"
"115","Total vegetables and preparations ","Spain","Million dollars","2009","279.39999999999998"
"116","Total vegetables and preparations ","Spain","Million dollars","2008","302.2"
"117","Total vegetables and preparations ","Spain","Million dollars","2007","293.2"
"118","Total vegetables and preparations ","Spain","Million dollars","2006","277.60000000000002"
"119","Total vegetables and preparations ","Spain","Million dollars","2005","300.8"
"120","Total vegetables and preparations ","Spain","Million dollars","2004","325.10000000000002"
"121","Total vegetables and preparations ","Spain","Million dollars","2003","305.7"
"122","Total vegetables and preparations ","Spain","Million dollars","2002","276.39999999999998"
"123","Total vegetables and preparations ","Spain","Million dollars","2001","257"
"124","Total vegetables and preparations ","Spain","Million dollars","2000","254.6"
"125","Total vegetables and preparations ","Spain","Million dollars","1999","282.89999999999998"
"126","Total vegetables and preparations ","Guatemala","Million dollars","2023","337.7"
"127","Total vegetables and preparations ","Guatemala","Million dollars","2022","333.1"
"128","Total vegetables and preparations ","Guatemala","Million dollars","2021","310.89999999999998"
"129","Total vegetables and preparations ","Guatemala","Million dollars","2020","274.10000000000002"
"130","Total vegetables and preparations ","Guatemala","Million dollars","2019","234.2"
"131","Total vegetables and preparations ","Guatemala","Million dollars","2018","242.5"
"132","Total vegetables and preparations ","Guatemala","Million dollars","2017","198"
"133","Total vegetables and preparations ","Guatemala","Million dollars","2016","183.8"
"134","Total vegetables and preparations ","Guatemala","Million dollars","2015","192.1"
"135","Total vegetables and preparations ","Guatemala","Million dollars","2014","181.1"
"136","Total vegetables and preparations ","Guatemala","Million dollars","2013","172"
"137","Total vegetables and preparations ","Guatemala","Million dollars","2012","163.1"
"138","Total vegetables and preparations ","Guatemala","Million dollars","2011","148.30000000000001"
"139","Total vegetables and preparations ","Guatemala","Million dollars","2010","108.2"
"140","Total vegetables and preparations ","Guatemala","Million dollars","2009","121.9"
"141","Total vegetables and preparations ","Guatemala","Million dollars","2008","121.4"
"142","Total vegetables and preparations ","Guatemala","Million dollars","2007","88.6"
"143","Total vegetables and preparations ","Guatemala","Million dollars","2006","70.5"
"144","Total vegetables and preparations ","Guatemala","Million dollars","2005","67"
"145","Total vegetables and preparations ","Guatemala","Million dollars","2004","64.099999999999994"
"146","Total vegetables and preparations ","Guatemala","Million dollars","2003","54.2"
"147","Total vegetables and preparations ","Guatemala","Million dollars","2002","45.6"
"148","Total vegetables and preparations ","Guatemala","Million dollars","2001","39.200000000000003"
"149","Total vegetables and preparations ","Guatemala","Million dollars","2000","43.7"
"150","Total vegetables and preparations ","Guatemala","Million dollars","1999","46.6"
"151","Total vegetables and preparations ","Belgium","Million dollars","2023","317.3"
"152","Total vegetables and preparations ","Belgium","Million dollars","2022","225.3"
"153","Total vegetables and preparations ","Belgium","Million dollars","2021","173.5"
"154","Total vegetables and preparations ","Belgium","Million dollars","2020","162.30000000000001"
"155","Total vegetables and preparations ","Belgium","Million dollars","2019","112.2"
"156","Total vegetables and preparations ","Belgium","Million dollars","2018","67.2"
"157","Total vegetables and preparations ","Belgium","Million dollars","2017","39.4"
"158","Total vegetables and preparations ","Belgium","Million dollars","2016","37.4"
"159","Total vegetables and preparations ","Belgium","Million dollars","2015","35.700000000000003"
"160","Total vegetables and preparations ","Belgium","Million dollars","2014","30.3"
"161","Total vegetables and preparations ","Belgium","Million dollars","2013","26.8"
"162","Total vegetables and preparations ","Belgium","Million dollars","2012","33.200000000000003"
"163","Total vegetables and preparations ","Belgium","Million dollars","2011","26.5"
"164","Total vegetables and preparations ","Belgium","Million dollars","2010","20.399999999999999"
"165","Total vegetables and preparations ","Belgium","Million dollars","2009","21"
"166","Total vegetables and preparations ","Belgium","Million dollars","2008","23.7"
"167","Total vegetables and preparations ","Belgium","Million dollars","2007","20.6"
"168","Total vegetables and preparations ","Belgium","Million dollars","2006","21.9"
"169","Total vegetables and preparations ","Belgium","Million dollars","2005","22.5"
"170","Total vegetables and preparations ","Belgium","Million dollars","2004","21.8"
"171","Total vegetables and preparations ","Belgium","Million dollars","2003","19.5"
"172","Total vegetables and preparations ","Belgium","Million dollars","2002","15.3"
"173","Total vegetables and preparations ","Belgium","Million dollars","2001","12.5"
"174","Total vegetables and preparations ","Belgium","Million dollars","2000","11.8"
"175","Total vegetables and preparations ","Belgium","Million dollars","1999","13.9"
"176","Total vegetables and preparations ","Rest of world","Million dollars","2023","2691.4"
"177","Total vegetables and preparations ","Rest of world","Million dollars","2022","2637.4"
"178","Total vegetables and preparations ","Rest of world","Million dollars","2021","2370.1"
"179","Total vegetables and preparations ","Rest of world","Million dollars","2020","2125.8000000000002"
"180","Total vegetables and preparations ","Rest of world","Million dollars","2019","1933.7"
"181","Total vegetables and preparations ","Rest of world","Million dollars","2018","1867.2"
"182","Total vegetables and preparations ","Rest of world","Million dollars","2017","1688"
"183","Total vegetables and preparations ","Rest of world","Million dollars","2016","1582.8"
"184","Total vegetables and preparations ","Rest of world","Million dollars","2015","1487.6"
"185","Total vegetables and preparations ","Rest of world","Million dollars","2014","1434.9"
"186","Total vegetables and preparations ","Rest of world","Million dollars","2013","1378.3"
"187","Total vegetables and preparations ","Rest of world","Million dollars","2012","1458.4"
"188","Total vegetables and preparations ","Rest of world","Million dollars","2011","1290.9000000000001"
"189","Total vegetables and preparations ","Rest of world","Million dollars","2010","1142.4000000000001"
"190","Total vegetables and preparations ","Rest of world","Million dollars","2009","1091.5999999999999"
"191","Total vegetables and preparations ","Rest of world","Million dollars","2008","1136.3"
"192","Total vegetables and preparations ","Rest of world","Million dollars","2007","1057.7"
"193","Total vegetables and preparations ","Rest of world","Million dollars","2006","934.2"
"194","Total vegetables and preparations ","Rest of world","Million dollars","2005","860.3"
"195","Total vegetables and preparations ","Rest of world","Million dollars","2004","833.9"
"196","Total vegetables and preparations ","Rest of world","Million dollars","2003","773.5"
"197","Total vegetables and preparations ","Rest of world","Million dollars","2002","715.1"
"198","Total vegetables and preparations ","Rest of world","Million dollars","2001","672.3"
"199","Total vegetables and preparations ","Rest of world","Million dollars","2000","656.3"
"200","Total vegetables and preparations ","Rest of world","Million dollars","1999","696.3"
"201","Total vegetables and preparations ","World","Million dollars","2023","19799"
"202","Total vegetables and preparations ","World","Million dollars","2022","18263.599999999999"
"203","Total vegetables and preparations ","World","Million dollars","2021","16799.8"
"204","Total vegetables and preparations ","World","Million dollars","2020","15562.1"
"205","Total vegetables and preparations ","World","Million dollars","2019","13950.1"
"206","Total vegetables and preparations ","World","Million dollars","2018","13398.2"
"207","Total vegetables and preparations ","World","Million dollars","2017","12652.4"
"208","Total vegetables and preparations ","World","Million dollars","2016","12393.4"
"209","Total vegetables and preparations ","World","Million dollars","2015","11211.3"
"210","Total vegetables and preparations ","World","Million dollars","2014","10865.4"
"211","Total vegetables and preparations ","World","Million dollars","2013","10672.8"
"212","Total vegetables and preparations ","World","Million dollars","2012","9884.2000000000007"
"213","Total vegetables and preparations ","World","Million dollars","2011","9632"
"214","Total vegetables and preparations ","World","Million dollars","2010","8683.4"
"215","Total vegetables and preparations ","World","Million dollars","2009","7503.3"
"216","Total vegetables and preparations ","World","Million dollars","2008","7787.3"
"217","Total vegetables and preparations ","World","Million dollars","2007","7246.3"
"218","Total vegetables and preparations ","World","Million dollars","2006","6611"
"219","Total vegetables and preparations ","World","Million dollars","2005","6035.8"
"220","Total vegetables and preparations ","World","Million dollars","2004","5724.5"
"221","Total vegetables and preparations ","World","Million dollars","2003","5078.1000000000004"
"222","Total vegetables and preparations ","World","Million dollars","2002","4386.3999999999996"
"223","Total vegetables and preparations ","World","Million dollars","2001","4152.1000000000004"
"224","Total vegetables and preparations ","World","Million dollars","2000","3767.4"
"225","Total vegetables and preparations ","World","Million dollars","1999","3627.6"
"226","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2023","13838.9"
"227","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2022","13694.8"
"228","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2021","13318.2"
"229","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2020","12257.7"
"230","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2019","11743.6"
"231","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2018","11645.6"
"232","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2017","11053.6"
"233","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2016","10573.1"
"234","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2015","9717.4"
"235","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2014","9560.5"
"236","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2013","8976.2999999999993"
"237","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2012","8614.2999999999993"
"238","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2011","8429.5"
"239","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2010","8076.2"
"240","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2009","7301.2"
"241","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2008","7333.4"
"242","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2007","7190.6"
"243","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2006","6606.3"
"244","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2005","6352.4"
"245","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2004","6222.8"
"246","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2003","5935.4"
"247","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2002","5561.8"
"248","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2001","5120.8"
"249","Total vegetables and preparations ","World (quantity)","1,000 metric tons","2000","4742.2"
"250","Total vegetables and preparations ","World (quantity)","1,000 metric tons","1999","4781.1000000000004"
"251","Fresh vegetables ","Mexico","Million dollars","2023","8494.7999999999993"
"252","Fresh vegetables ","Mexico","Million dollars","2022","7775.2"
"253","Fresh vegetables ","Mexico","Million dollars","2021","7497.4"
"254","Fresh vegetables ","Mexico","Million dollars","2020","7108.3"
"255","Fresh vegetables ","Mexico","Million dollars","2019","6294.2"
"256","Fresh vegetables ","Mexico","Million dollars","2018","5867.8"
"257","Fresh vegetables ","Mexico","Million dollars","2017","5475.7"
"258","Fresh vegetables ","Mexico","Million dollars","2016","5606.3"
"259","Fresh vegetables ","Mexico","Million dollars","2015","4840.3999999999996"
"260","Fresh vegetables ","Mexico","Million dollars","2014","4674.6000000000004"
"261","Fresh vegetables ","Mexico","Million dollars","2013","4591.1000000000004"
"262","Fresh vegetables ","Mexico","Million dollars","2012","4056.5"
"263","Fresh vegetables ","Mexico","Million dollars","2011","4057.9"
"264","Fresh vegetables ","Mexico","Million dollars","2010","3620.2"
"265","Fresh vegetables ","Mexico","Million dollars","2009","2844.5"
"266","Fresh vegetables ","Mexico","Million dollars","2008","2949"
"267","Fresh vegetables ","Mexico","Million dollars","2007","2807"
"268","Fresh vegetables ","Mexico","Million dollars","2006","2576.5"
"269","Fresh vegetables ","Mexico","Million dollars","2005","2319.1"
"270","Fresh vegetables ","Mexico","Million dollars","2004","2184.6999999999998"
"271","Fresh vegetables ","Mexico","Million dollars","2003","1935.2"
"272","Fresh vegetables ","Mexico","Million dollars","2002","1617.8"
"273","Fresh vegetables ","Mexico","Million dollars","2001","1613.8"
"274","Fresh vegetables ","Mexico","Million dollars","2000","1407.6"
"275","Fresh vegetables ","Mexico","Million dollars","1999","1310.5999999999999"
"276","Fresh vegetables ","Canada","Million dollars","2023","2478.5"
"277","Fresh vegetables ","Canada","Million dollars","2022","2119.9"
"278","Fresh vegetables ","Canada","Million dollars","2021","1976.7"
"279","Fresh vegetables ","Canada","Million dollars","2020","1889.5"
"280","Fresh vegetables ","Canada","Million dollars","2019","1618.2"
"281","Fresh vegetables ","Canada","Million dollars","2018","1518.8"
"282","Fresh vegetables ","Canada","Million dollars","2017","1412.4"
"283","Fresh vegetables ","Canada","Million dollars","2016","1309.3"
"284","Fresh vegetables ","Canada","Million dollars","2015","1205.2"
"285","Fresh vegetables ","Canada","Million dollars","2014","1207.2"
"286","Fresh vegetables ","Canada","Million dollars","2013","1208.3"
"287","Fresh vegetables ","Canada","Million dollars","2012","1013.1"
"288","Fresh vegetables ","Canada","Million dollars","2011","1065.5999999999999"
"289","Fresh vegetables ","Canada","Million dollars","2010","997.4"
"290","Fresh vegetables ","Canada","Million dollars","2009","848.2"
"291","Fresh vegetables ","Canada","Million dollars","2008","923"
"292","Fresh vegetables ","Canada","Million dollars","2007","828.4"
"293","Fresh vegetables ","Canada","Million dollars","2006","840.4"
"294","Fresh vegetables ","Canada","Million dollars","2005","729.5"
"295","Fresh vegetables ","Canada","Million dollars","2004","661.1"
"296","Fresh vegetables ","Canada","Million dollars","2003","608.6"
"297","Fresh vegetables ","Canada","Million dollars","2002","515.4"
"298","Fresh vegetables ","Canada","Million dollars","2001","453.5"
"299","Fresh vegetables ","Canada","Million dollars","2000","411.1"
"300","Fresh vegetables ","Canada","Million dollars","1999","347.9"
"301","Fresh vegetables ","Peru","Million dollars","2023","345.1"
"302","Fresh vegetables ","Peru","Million dollars","2022","341.1"
"303","Fresh vegetables ","Peru","Million dollars","2021","360.4"
"304","Fresh vegetables ","Peru","Million dollars","2020","340"
"305","Fresh vegetables ","Peru","Million dollars","2019","330.3"
"306","Fresh vegetables ","Peru","Million dollars","2018","306.8"
"307","Fresh vegetables ","Peru","Million dollars","2017","329.2"
"308","Fresh vegetables ","Peru","Million dollars","2016","336.3"
"309","Fresh vegetables ","Peru","Million dollars","2015","340.9"
"310","Fresh vegetables ","Peru","Million dollars","2014","318.39999999999998"
"311","Fresh vegetables ","Peru","Million dollars","2013","326.2"
"312","Fresh vegetables ","Peru","Million dollars","2012","268.5"
"313","Fresh vegetables ","Peru","Million dollars","2011","232.4"
"314","Fresh vegetables ","Peru","Million dollars","2010","238"
"315","Fresh vegetables ","Peru","Million dollars","2009","197.5"
"316","Fresh vegetables ","Peru","Million dollars","2008","184.4"
"317","Fresh vegetables ","Peru","Million dollars","2007","193.1"
"318","Fresh vegetables ","Peru","Million dollars","2006","157.30000000000001"
"319","Fresh vegetables ","Peru","Million dollars","2005","140.1"
"320","Fresh vegetables ","Peru","Million dollars","2004","119.2"
"321","Fresh vegetables ","Peru","Million dollars","2003","97.3"
"322","Fresh vegetables ","Peru","Million dollars","2002","78.900000000000006"
"323","Fresh vegetables ","Peru","Million dollars","2001","63.1"
"324","Fresh vegetables ","Peru","Million dollars","2000","50.1"
"325","Fresh vegetables ","Peru","Million dollars","1999","50.1"
"326","Fresh vegetables ","Guatemala","Million dollars","2023","224"
"327","Fresh vegetables ","Guatemala","Million dollars","2022","211.6"
"328","Fresh vegetables ","Guatemala","Million dollars","2021","197.3"
"329","Fresh vegetables ","Guatemala","Million dollars","2020","171.8"
"330","Fresh vegetables ","Guatemala","Million dollars","2019","150.6"
"331","Fresh vegetables ","Guatemala","Million dollars","2018","149.5"
"332","Fresh vegetables ","Guatemala","Million dollars","2017","124.7"
"333","Fresh vegetables ","Guatemala","Million dollars","2016","105.1"
"334","Fresh vegetables ","Guatemala","Million dollars","2015","113.1"
"335","Fresh vegetables ","Guatemala","Million dollars","2014","94.5"
"336","Fresh vegetables ","Guatemala","Million dollars","2013","91.3"
"337","Fresh vegetables ","Guatemala","Million dollars","2012","76.400000000000006"
"338","Fresh vegetables ","Guatemala","Million dollars","2011","78.8"
"339","Fresh vegetables ","Guatemala","Million dollars","2010","57.4"
"340","Fresh vegetables ","Guatemala","Million dollars","2009","54.4"
"341","Fresh vegetables ","Guatemala","Million dollars","2008","40.200000000000003"
"342","Fresh vegetables ","Guatemala","Million dollars","2007","31.2"
"343","Fresh vegetables ","Guatemala","Million dollars","2006","23"
"344","Fresh vegetables ","Guatemala","Million dollars","2005","20.9"
"345","Fresh vegetables ","Guatemala","Million dollars","2004","13.8"
"346","Fresh vegetables ","Guatemala","Million dollars","2003","10.9"
"347","Fresh vegetables ","Guatemala","Million dollars","2002","8.8000000000000007"
"348","Fresh vegetables ","Guatemala","Million dollars","2001","8.6999999999999993"
"349","Fresh vegetables ","Guatemala","Million dollars","2000","8.8000000000000007"
"350","Fresh vegetables ","Guatemala","Million dollars","1999","7.9"
"351","Fresh vegetables ","Costa Rica","Million dollars","2023","167.1"
"352","Fresh vegetables ","Costa Rica","Million dollars","2022","134.5"
"353","Fresh vegetables ","Costa Rica","Million dollars","2021","110"
"354","Fresh vegetables ","Costa Rica","Million dollars","2020","101.8"
"355","Fresh vegetables ","Costa Rica","Million dollars","2019","103.1"
"356","Fresh vegetables ","Costa Rica","Million dollars","2018","99.4"
"357","Fresh vegetables ","Costa Rica","Million dollars","2017","95.7"
"358","Fresh vegetables ","Costa Rica","Million dollars","2016","102.8"
"359","Fresh vegetables ","Costa Rica","Million dollars","2015","94.6"
"360","Fresh vegetables ","Costa Rica","Million dollars","2014","93"
"361","Fresh vegetables ","Costa Rica","Million dollars","2013","94.1"
"362","Fresh vegetables ","Costa Rica","Million dollars","2012","82.9"
"363","Fresh vegetables ","Costa Rica","Million dollars","2011","82.3"
"364","Fresh vegetables ","Costa Rica","Million dollars","2010","73.3"
"365","Fresh vegetables ","Costa Rica","Million dollars","2009","68.599999999999994"
"366","Fresh vegetables ","Costa Rica","Million dollars","2008","86.6"
"367","Fresh vegetables ","Costa Rica","Million dollars","2007","69.5"
"368","Fresh vegetables ","Costa Rica","Million dollars","2006","61.7"
"369","Fresh vegetables ","Costa Rica","Million dollars","2005","69.400000000000006"
"370","Fresh vegetables ","Costa Rica","Million dollars","2004","60.2"
"371","Fresh vegetables ","Costa Rica","Million dollars","2003","45.8"
"372","Fresh vegetables ","Costa Rica","Million dollars","2002","48.8"
"373","Fresh vegetables ","Costa Rica","Million dollars","2001","51"
"374","Fresh vegetables ","Costa Rica","Million dollars","2000","45.1"
"375","Fresh vegetables ","Costa Rica","Million dollars","1999","44.3"
"376","Fresh vegetables ","China","Million dollars","2023","143.1"
"377","Fresh vegetables ","China","Million dollars","2022","137.30000000000001"
"378","Fresh vegetables ","China","Million dollars","2021","120.4"
"379","Fresh vegetables ","China","Million dollars","2020","109.2"
"380","Fresh vegetables ","China","Million dollars","2019","132.6"
"381","Fresh vegetables ","China","Million dollars","2018","130.30000000000001"
"382","Fresh vegetables ","China","Million dollars","2017","152.69999999999999"
"383","Fresh vegetables ","China","Million dollars","2016","172.4"
"384","Fresh vegetables ","China","Million dollars","2015","157.4"
"385","Fresh vegetables ","China","Million dollars","2014","140.5"
"386","Fresh vegetables ","China","Million dollars","2013","196.7"
"387","Fresh vegetables ","China","Million dollars","2012","150.19999999999999"
"388","Fresh vegetables ","China","Million dollars","2011","113.2"
"389","Fresh vegetables ","China","Million dollars","2010","128.4"
"390","Fresh vegetables ","China","Million dollars","2009","75.5"
"391","Fresh vegetables ","China","Million dollars","2008","83.6"
"392","Fresh vegetables ","China","Million dollars","2007","107.5"
"393","Fresh vegetables ","China","Million dollars","2006","81.3"
"394","Fresh vegetables ","China","Million dollars","2005","61.9"
"395","Fresh vegetables ","China","Million dollars","2004","47.4"
"396","Fresh vegetables ","China","Million dollars","2003","30"
"397","Fresh vegetables ","China","Million dollars","2002","26.8"
"398","Fresh vegetables ","China","Million dollars","2001","9.1999999999999993"
"399","Fresh vegetables ","China","Million dollars","2000","3.5"
"400","Fresh vegetables ","China","Million dollars","1999","3.6"
"401","Fresh vegetables ","Rest of world","Million dollars","2023","546"
"402","Fresh vegetables ","Rest of world","Million dollars","2022","500.9"
"403","Fresh vegetables ","Rest of world","Million dollars","2021","467.2"
"404","Fresh vegetables ","Rest of world","Million dollars","2020","474.5"
"405","Fresh vegetables ","Rest of world","Million dollars","2019","462.5"
"406","Fresh vegetables ","Rest of world","Million dollars","2018","414.8"
"407","Fresh vegetables ","Rest of world","Million dollars","2017","403.1"
"408","Fresh vegetables ","Rest of world","Million dollars","2016","418.8"
"409","Fresh vegetables ","Rest of world","Million dollars","2015","329.4"
"410","Fresh vegetables ","Rest of world","Million dollars","2014","286.2"
"411","Fresh vegetables ","Rest of world","Million dollars","2013","274.7"
